train,eval,render,save_video,sleep,eval_episodes,env,td3,num_episode,start_training_steps,writer_freq,subgoal_dim,load_episode,model_save_freq,print_freq,exp_name,model_path,log_path,policy_freq_low,policy_freq_high,buffer_size,batch_size,buffer_freq,train_freq,reward_scaling,date
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210521_205013
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210522_211307
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210522_212059
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210522_212113
True,False,True,False,-1,5,AntFall,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210522_215320
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210522_215337
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210522_215438
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_145936
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_150142
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_150258
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_150424
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_151733
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_151828
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_154617
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,10,,model,log,2,2,200000,100,10,10,0.1,20210523_155027
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_162444
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_162502
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_162701
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_163148
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_163347
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210523_163701
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210524_091115
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,100,10,10,0.1,20210524_091214
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210526_153624
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210526_165721
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210527_084824
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210527_115534
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210527_115847
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210527_215544
True,False,True,False,-1,5,AntFall,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_152820
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_152839
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_152923
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_153603
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_160030
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_160122
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_162935
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_163012
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_163240
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_163259
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170450
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170511
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170548
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170649
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170707
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170904
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210530_170955
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,256,10,10,0.1,20210602_140714
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210602_141136
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_192855
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_192925
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_193016
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_193031
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_193142
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_193220
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_193229
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_202522
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_205254
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210604_205331
True,False,True,False,-1,5,AntFall,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_094323
True,False,True,False,-1,5,AntFall,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_094335
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_095240
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_095712
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_100038
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_100913
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_102807
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_102919
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_102948
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_103003
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_103045
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_103418
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_103444
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_103933
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_103951
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_104450
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_104500
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_105129
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_105322
True,False,True,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_145540
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_155729
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_155934
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_160247
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_162902
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_163612
True,False,True,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,20210605_164227
True,False,True,False,-1,5,12000,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,20210606_143354
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,True,False,-1,5,12000,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,128,10,10,0.1,Is config save correct?,Origin HIRO AntPush Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntPush Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntPush Exp
True,False,False,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntPush Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,True,False,-1,5,12000,AntMaze,False,25000,2500,25,15,-1,2000,250,,model,log,2,2,200000,128,10,10,0.1,no remarks,20210606_180338
True,False,False,False,-1,5,AntPush,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntPush Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntPush Exp
True,False,False,False,-1,5,AntMaze,False,25000,2500,25,15,-1,2000,250,Origin HIRO AntMaze Exp,model,log,2,2,200000,100,10,10,0.1,Origin HIRO AntMaze Exp
True,False,False,False,-1,5,Safexp-PointGoal0-v0,False,25000,2500,25,15,-1,2000,250,Safexp-PointGoal0-v0 with origin HIRO,model,log,2,2,200000,100,10,10,0.1,Safexp-PointGoal0-v0 with origin HIRO
